name	occupation	gender	citizenship	noble title	place of birth	employer	member of	academic degree	religion	award
Adi Shamir	mathematician	male	Israel		Tel Aviv		Israel Academy of Sciences and Humanities			Foreign Member of the Royal Society
Adi Shamir	cryptologist	male	Israel		Tel Aviv		Israel Academy of Sciences and Humanities			Foreign Member of the Royal Society
Adi Shamir	computer scientist	male	Israel		Tel Aviv		National Academy of Sciences			Foreign Member of the Royal Society
Adi Shamir	mathematician	male	Israel		Tel Aviv		National Academy of Sciences			Foreign Member of the Royal Society
Adi Shamir	cryptologist	male	Israel		Tel Aviv		National Academy of Sciences			Foreign Member of the Royal Society
Adi Shamir	computer scientist	male	Israel		Tel Aviv		Academia Europaea			Foreign Member of the Royal Society
Adi Shamir	mathematician	male	Israel		Tel Aviv		Academia Europaea			Foreign Member of the Royal Society
Adi Shamir	cryptologist	male	Israel		Tel Aviv		Academia Europaea			Foreign Member of the Royal Society
Adi Shamir	computer scientist	male	Israel		Tel Aviv		Royal Society			National Cyber Security Hall of Fame
Adi Shamir	mathematician	male	Israel		Tel Aviv		Royal Society			National Cyber Security Hall of Fame
Adi Shamir	cryptologist	male	Israel		Tel Aviv		Royal Society			National Cyber Security Hall of Fame
Adi Shamir	computer scientist	male	Israel		Tel Aviv		French Academy of Sciences			National Cyber Security Hall of Fame
Adi Shamir	mathematician	male	Israel		Tel Aviv		French Academy of Sciences			National Cyber Security Hall of Fame
Adi Shamir	cryptologist	male	Israel		Tel Aviv		French Academy of Sciences			National Cyber Security Hall of Fame
Adi Shamir	computer scientist	male	Israel		Tel Aviv		Israel Academy of Sciences and Humanities			National Cyber Security Hall of Fame
Adi Shamir	mathematician	male	Israel		Tel Aviv		Israel Academy of Sciences and Humanities			National Cyber Security Hall of Fame
Adi Shamir	cryptologist	male	Israel		Tel Aviv		Israel Academy of Sciences and Humanities			National Cyber Security Hall of Fame
Adi Shamir	computer scientist	male	Israel		Tel Aviv		National Academy of Sciences			National Cyber Security Hall of Fame
Adi Shamir	mathematician	male	Israel		Tel Aviv		National Academy of Sciences			National Cyber Security Hall of Fame
Adi Shamir	cryptologist	male	Israel		Tel Aviv		National Academy of Sciences			National Cyber Security Hall of Fame
Adi Shamir	computer scientist	male	Israel		Tel Aviv		Academia Europaea			National Cyber Security Hall of Fame
Adi Shamir	mathematician	male	Israel		Tel Aviv		Academia Europaea			National Cyber Security Hall of Fame
Adi Shamir	cryptologist	male	Israel		Tel Aviv		Academia Europaea			National Cyber Security Hall of Fame
Adi Shamir	computer scientist	male	Israel		Tel Aviv		Royal Society			International Association for Cryptologic Research fellow
Adi Shamir	mathematician	male	Israel		Tel Aviv		Royal Society			International Association for Cryptologic Research fellow
Adi Shamir	cryptologist	male	Israel		Tel Aviv		Royal Society			International Association for Cryptologic Research fellow
Ron Rivest	mathematician	male	United States of America		Schenectady		National Academy of Engineering			Paris Kanellakis Award
Ron Rivest	university teacher	male	United States of America		Schenectady		National Academy of Engineering			Paris Kanellakis Award
Ron Rivest	cryptologist	male	United States of America		Schenectady		National Academy of Engineering			Paris Kanellakis Award
Ron Rivest	computer scientist	male	United States of America		Schenectady		American Association for the Advancement of Science			BBVA Foundation Frontiers of Knowledge Award
Ron Rivest	mathematician	male	United States of America		Schenectady		American Association for the Advancement of Science			BBVA Foundation Frontiers of Knowledge Award
Ron Rivest	university teacher	male	United States of America		Schenectady		American Association for the Advancement of Science			BBVA Foundation Frontiers of Knowledge Award
Ron Rivest	cryptologist	male	United States of America		Schenectady		American Association for the Advancement of Science			BBVA Foundation Frontiers of Knowledge Award
Ron Rivest	computer scientist	male	United States of America		Schenectady		Association for Computing Machinery			BBVA Foundation Frontiers of Knowledge Award
Ron Rivest	mathematician	male	United States of America		Schenectady		Association for Computing Machinery			BBVA Foundation Frontiers of Knowledge Award
Ron Rivest	university teacher	male	United States of America		Schenectady		Association for Computing Machinery			BBVA Foundation Frontiers of Knowledge Award
Ron Rivest	cryptologist	male	United States of America		Schenectady		Association for Computing Machinery			BBVA Foundation Frontiers of Knowledge Award
Ron Rivest	computer scientist	male	United States of America		Schenectady		National Academy of Sciences			BBVA Foundation Frontiers of Knowledge Award
Ron Rivest	mathematician	male	United States of America		Schenectady		National Academy of Sciences			BBVA Foundation Frontiers of Knowledge Award
Ron Rivest	university teacher	male	United States of America		Schenectady		National Academy of Sciences			BBVA Foundation Frontiers of Knowledge Award
Ron Rivest	cryptologist	male	United States of America		Schenectady		National Academy of Sciences			BBVA Foundation Frontiers of Knowledge Award
Ron Rivest	computer scientist	male	United States of America		Schenectady		American Academy of Arts and Sciences			BBVA Foundation Frontiers of Knowledge Award
Ron Rivest	mathematician	male	United States of America		Schenectady		American Academy of Arts and Sciences			BBVA Foundation Frontiers of Knowledge Award
Ron Rivest	university teacher	male	United States of America		Schenectady		American Academy of Arts and Sciences			BBVA Foundation Frontiers of Knowledge Award
Ron Rivest	cryptologist	male	United States of America		Schenectady		American Academy of Arts and Sciences			BBVA Foundation Frontiers of Knowledge Award
Ron Rivest	computer scientist	male	United States of America		Schenectady		National Academy of Engineering			BBVA Foundation Frontiers of Knowledge Award
Ron Rivest	mathematician	male	United States of America		Schenectady		National Academy of Engineering			BBVA Foundation Frontiers of Knowledge Award
Ron Rivest	university teacher	male	United States of America		Schenectady		National Academy of Engineering			BBVA Foundation Frontiers of Knowledge Award
Ron Rivest	cryptologist	male	United States of America		Schenectady		National Academy of Engineering			BBVA Foundation Frontiers of Knowledge Award
Ron Rivest	computer scientist	male	United States of America		Schenectady		American Association for the Advancement of Science			ACM Fellow
Ron Rivest	mathematician	male	United States of America		Schenectady		American Association for the Advancement of Science			ACM Fellow
Ron Rivest	university teacher	male	United States of America		Schenectady		American Association for the Advancement of Science			ACM Fellow
Ron Rivest	cryptologist	male	United States of America		Schenectady		American Association for the Advancement of Science			ACM Fellow
Ron Rivest	computer scientist	male	United States of America		Schenectady		Association for Computing Machinery			ACM Fellow
Ron Rivest	mathematician	male	United States of America		Schenectady		Association for Computing Machinery			ACM Fellow
Ron Rivest	university teacher	male	United States of America		Schenectady		Association for Computing Machinery			ACM Fellow
Ron Rivest	cryptologist	male	United States of America		Schenectady		Association for Computing Machinery			ACM Fellow
Ron Rivest	computer scientist	male	United States of America		Schenectady		National Academy of Sciences			ACM Fellow
Ron Rivest	mathematician	male	United States of America		Schenectady		National Academy of Sciences			ACM Fellow
Ron Rivest	university teacher	male	United States of America		Schenectady		National Academy of Sciences			ACM Fellow
Ron Rivest	cryptologist	male	United States of America		Schenectady		National Academy of Sciences			ACM Fellow
Ron Rivest	computer scientist	male	United States of America		Schenectady		American Academy of Arts and Sciences			ACM Fellow
Ron Rivest	mathematician	male	United States of America		Schenectady		American Academy of Arts and Sciences			ACM Fellow
Ron Rivest	university teacher	male	United States of America		Schenectady		American Academy of Arts and Sciences			ACM Fellow
Ron Rivest	cryptologist	male	United States of America		Schenectady		American Academy of Arts and Sciences			ACM Fellow
Ron Rivest	computer scientist	male	United States of America		Schenectady		National Academy of Engineering			ACM Fellow
Ron Rivest	mathematician	male	United States of America		Schenectady		National Academy of Engineering			ACM Fellow
Ron Rivest	university teacher	male	United States of America		Schenectady		National Academy of Engineering			ACM Fellow
Ron Rivest	cryptologist	male	United States of America		Schenectady		National Academy of Engineering			ACM Fellow
Ron Rivest	computer scientist	male	United States of America		Schenectady		American Association for the Advancement of Science			International Association for Cryptologic Research fellow
Ron Rivest	mathematician	male	United States of America		Schenectady		American Association for the Advancement of Science			International Association for Cryptologic Research fellow
Ron Rivest	university teacher	male	United States of America		Schenectady		American Association for the Advancement of Science			International Association for Cryptologic Research fellow
Ron Rivest	cryptologist	male	United States of America		Schenectady		American Association for the Advancement of Science			International Association for Cryptologic Research fellow
Ron Rivest	computer scientist	male	United States of America		Schenectady		Association for Computing Machinery			International Association for Cryptologic Research fellow
Ron Rivest	mathematician	male	United States of America		Schenectady		Association for Computing Machinery			International Association for Cryptologic Research fellow
Ron Rivest	university teacher	male	United States of America		Schenectady		Association for Computing Machinery			International Association for Cryptologic Research fellow
Ron Rivest	cryptologist	male	United States of America		Schenectady		Association for Computing Machinery			International Association for Cryptologic Research fellow
Ron Rivest	computer scientist	male	United States of America		Schenectady		National Academy of Sciences			International Association for Cryptologic Research fellow
Ron Rivest	mathematician	male	United States of America		Schenectady		National Academy of Sciences			International Association for Cryptologic Research fellow
Ron Rivest	university teacher	male	United States of America		Schenectady		National Academy of Sciences			International Association for Cryptologic Research fellow
Ron Rivest	cryptologist	male	United States of America		Schenectady		National Academy of Sciences			International Association for Cryptologic Research fellow
Ron Rivest	computer scientist	male	United States of America		Schenectady		American Academy of Arts and Sciences			International Association for Cryptologic Research fellow
Ron Rivest	mathematician	male	United States of America		Schenectady		American Academy of Arts and Sciences			International Association for Cryptologic Research fellow
Ron Rivest	university teacher	male	United States of America		Schenectady		American Academy of Arts and Sciences			International Association for Cryptologic Research fellow
Ron Rivest	cryptologist	male	United States of America		Schenectady		American Academy of Arts and Sciences			International Association for Cryptologic Research fellow
Ron Rivest	computer scientist	male	United States of America		Schenectady		National Academy of Engineering			International Association for Cryptologic Research fellow
Ron Rivest	mathematician	male	United States of America		Schenectady		National Academy of Engineering			International Association for Cryptologic Research fellow
Ron Rivest	university teacher	male	United States of America		Schenectady		National Academy of Engineering			International Association for Cryptologic Research fellow
Ron Rivest	cryptologist	male	United States of America		Schenectady		National Academy of Engineering			International Association for Cryptologic Research fellow
Leonard Adleman	computer scientist	male	United States of America		California		National Academy of Sciences			Turing Award
Leonard Adleman	professor	male	United States of America		California		National Academy of Sciences			Turing Award
Leonard Adleman	mathematician	male	United States of America		California		National Academy of Sciences			Turing Award
Leonard Adleman	programmer	male	United States of America		California		National Academy of Sciences			Turing Award
Leonard Adleman	cryptographer	male	United States of America		California		National Academy of Sciences			Turing Award
Leonard Adleman	molecular biologist	male	United States of America		California		National Academy of Sciences			Turing Award
